,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,fecha_incidente_amd,fecha_fallecimiento_amd,Rango_Edad
364,2018-0076,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73.0,7/16/2018,2018-07-16,2018-07-16,60+
365,2018-0077,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58.0,7/17/2018,2018-07-16,2018-07-17,50-59
366,2018-0078,7/21/2018,2018,7,21,PEATON,PEATON,MASCULINO,27.0,7/21/2018,2018-07-21,2018-07-21,18-29
367,2018-0079,7/23/2018,2018,7,23,PEATON,PEATON,MASCULINO,,7/23/2018,2018-07-23,2018-07-23,
368,2018-0080,7/25/2018,2018,7,25,PEATON,PEATON,MASCULINO,26.0,7/25/2018,2018-07-25,2018-07-25,18-29
369,2018-0081,7/29/2018,2018,7,29,PEATON,PEATON,MASCULINO,35.0,7/29/2018,2018-07-29,2018-07-29,30-39
370,2018-0082,8/1/2018,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17.0,8/1/2018,2018-08-01,2018-08-01,0-17
371,2018-0083,8/2/2018,2018,8,2,CONDUCTOR,MOTO,MASCULINO,,8/2/2018,2018-08-02,2018-08-02,
372,2018-0084,8/3/2018,2018,8,3,PEATON,PEATON,MASCULINO,45.0,8/3/2018,2018-08-03,2018-08-03,40-49
373,2018-0085,8/3/2018,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,8/3/2018,2018-08-03,2018-08-03,18-29
374,2018-0085,8/3/2018,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30.0,8/3/2018,2018-08-03,2018-08-03,30-39
375,2018-0086,8/10/2018,2018,8,10,PEATON,PEATON,MASCULINO,40.0,8/10/2018,2018-08-10,2018-08-10,40-49
376,2018-0087,8/15/2018,2018,8,15,PEATON,PEATON,MASCULINO,75.0,8/20/2018,2018-08-15,2018-08-20,60+
377,2018-0088,8/17/2018,2018,8,17,CONDUCTOR,MOTO,MASCULINO,,8/17/2018,2018-08-17,2018-08-17,
378,2018-0089,8/17/2018,2018,8,17,PEATON,PEATON,MASCULINO,80.0,8/17/2018,2018-08-17,2018-08-17,60+
379,2018-0090,8/18/2018,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27.0,8/18/2018,2018-08-18,2018-08-18,18-29
380,2018-0091,8/19/2018,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,8/19/2018,2018-08-19,2018-08-19,18-29
381,2018-0092,8/20/2018,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23.0,8/20/2018,2018-08-20,2018-08-20,18-29
382,2018-0093,8/20/2018,2018,8,20,PEATON,PEATON,MASCULINO,24.0,8/20/2018,2018-08-20,2018-08-20,18-29
383,2018-0094,8/23/2018,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32.0,8/23/2018,2018-08-23,2018-08-23,30-39
384,2018-0095,8/26/2018,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,8/26/2018,2018-08-26,2018-08-26,40-49
385,2018-0096,8/31/2018,2018,8,31,PEATON,PEATON,MASCULINO,39.0,8/31/2018,2018-08-31,2018-08-31,30-39
386,2018-0097,9/2/2018,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35.0,9/2/2018,2018-09-02,2018-09-02,30-39
387,2018-0098,9/9/2018,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55.0,9/9/2018,2018-09-09,2018-09-09,50-59
388,2018-0098,9/9/2018,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,9/9/2018,2018-09-09,2018-09-09,50-59
389,2018-0099,9/12/2018,2018,9,12,PEATON,PEATON,MASCULINO,18.0,9/13/2018,2018-09-12,2018-09-13,18-29
390,2018-0100,9/20/2018,2018,9,20,SD,MOTO,FEMENINO,33.0,9/20/2018,2018-09-20,2018-09-20,30-39
391,2018-0101,9/21/2018,2018,9,21,CONDUCTOR,AUTO,MASCULINO,,9/21/2018,2018-09-21,2018-09-21,
392,2018-0102,9/21/2018,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20.0,9/21/2018,2018-09-21,2018-09-21,18-29
393,2018-0103,9/27/2018,2018,9,27,PEATON,PEATON,MASCULINO,1.0,9/29/2018,2018-09-27,2018-09-29,0-17
394,2018-0104,10/1/2018,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22.0,10/1/2018,2018-10-01,2018-10-01,18-29
395,2018-0105,10/3/2018,2018,10,3,PEATON,PEATON,FEMENINO,56.0,10/3/2018,2018-10-03,2018-10-03,50-59
396,2018-0106,10/4/2018,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27.0,10/4/2018,2018-10-04,2018-10-04,18-29
397,2018-0107,10/6/2018,2018,10,6,PEATON,PEATON,FEMENINO,62.0,10/6/2018,2018-10-06,2018-10-06,60+
398,2018-0108,10/9/2018,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37.0,10/10/2018,2018-10-09,2018-10-10,30-39
399,2018-0109,10/10/2018,2018,10,10,PEATON,PEATON,MASCULINO,34.0,10/10/2018,2018-10-10,2018-10-10,30-39
400,2018-0110,10/13/2018,2018,10,13,PEATON,PEATON,MASCULINO,60.0,10/14/2018,2018-10-13,2018-10-14,60+
401,2018-0111,10/19/2018,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28.0,10/19/2018,2018-10-19,2018-10-19,18-29
402,2018-0112,10/24/2018,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28.0,10/24/2018,2018-10-24,2018-10-24,18-29
403,2018-0113,10/25/2018,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20.0,10/25/2018,2018-10-25,2018-10-25,18-29
404,2018-0114,10/30/2018,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23.0,10/30/2018,2018-10-30,2018-10-30,18-29
405,2018-0115,10/31/2018,2018,10,31,PEATON,PEATON,MASCULINO,42.0,11/1/2018,2018-10-31,2018-11-01,40-49
406,2018-0116,11/1/2018,2018,11,1,PEATON,PEATON,MASCULINO,48.0,11/8/2018,2018-11-01,2018-11-08,40-49
407,2018-0117,11/4/2018,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30.0,11/8/2018,2018-11-04,2018-11-08,30-39
408,2018-0118,11/5/2018,2018,11,5,PEATON,PEATON,FEMENINO,80.0,11/5/2018,2018-11-05,2018-11-05,60+
409,2018-0119,11/5/2018,2018,11,5,PEATON,PEATON,FEMENINO,32.0,11/6/2018,2018-11-05,2018-11-06,30-39
410,2018-0120,11/9/2018,2018,11,9,PEATON,PEATON,FEMENINO,51.0,11/20/2018,2018-11-09,2018-11-20,50-59
411,2018-0121,11/9/2018,2018,11,9,PEATON,PEATON,FEMENINO,72.0,11/9/2018,2018-11-09,2018-11-09,60+
412,2018-0122,11/12/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33.0,11/12/2018,2018-11-12,2018-11-12,30-39
413,2018-0123,11/12/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25.0,11/12/2018,2018-11-12,2018-11-12,18-29
414,2018-0124,11/15/2018,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44.0,11/15/2018,2018-11-15,2018-11-15,40-49
415,2018-0125,11/16/2018,2018,11,16,PEATON,PEATON,MASCULINO,29.0,11/17/2018,2018-11-16,2018-11-17,18-29
416,2018-0126,11/18/2018,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27.0,11/23/2018,2018-11-18,2018-11-23,18-29
417,2018-0127,11/19/2018,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29.0,11/19/2018,2018-11-19,2018-11-19,18-29
418,2018-0128,11/25/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,11/25/2018,2018-11-25,2018-11-25,40-49
419,2018-0128,11/25/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0,11/25/2018,2018-11-25,2018-11-25,30-39
420,2018-0129,11/28/2018,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37.0,11/30/2018,2018-11-28,2018-11-30,30-39
421,2018-0130,12/3/2018,2018,12,3,CONDUCTOR,MOTO,MASCULINO,,12/3/2018,2018-12-03,2018-12-03,
422,2018-0131,12/7/2018,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29.0,12/7/2018,2018-12-07,2018-12-07,18-29
423,2018-0132,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,70.0,12/12/2018,2018-12-12,2018-12-12,60+
424,2018-0133,12/12/2018,2018,12,12,PEATON,PEATON,FEMENINO,60.0,12/12/2018,2018-12-12,2018-12-12,60+
425,2018-0134,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,56.0,12/13/2018,2018-12-12,2018-12-13,50-59
426,2018-0135,12/18/2018,2018,12,18,PEATON,PEATON,MASCULINO,80.0,12/22/2018,2018-12-18,2018-12-22,60+
427,2018-0136,12/18/2018,2018,12,18,PEATON,PEATON,FEMENINO,70.0,12/18/2018,2018-12-18,2018-12-18,60+
428,2018-0137,12/18/2018,2018,12,18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0,12/19/2018,2018-12-18,2018-12-19,18-29
429,2018-0138,12/21/2018,2018,12,21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0,12/21/2018,2018-12-21,2018-12-21,60+
430,2018-0139,12/22/2018,2018,12,22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0,12/24/2018,2018-12-22,2018-12-24,18-29
431,2018-0140,12/22/2018,2018,12,22,CONDUCTOR,AUTO,MASCULINO,78.0,12/22/2018,2018-12-22,2018-12-22,60+
432,2018-0141,12/22/2018,2018,12,22,PEATON,PEATON,MASCULINO,75.0,12/24/2018,2018-12-22,2018-12-24,60+
433,2018-0142,12/25/2018,2018,12,25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0,1/1/2019,2018-12-25,2019-01-01,30-39
434,2018-0143,12/29/2018,2018,12,29,CONDUCTOR,MOTO,MASCULINO,22.0,12/29/2018,2018-12-29,2018-12-29,18-29
435,2019-0001,1/8/2019,2019,1,8,CONDUCTOR,MOTO,MASCULINO,25.0,1/8/2019,2019-01-08,2019-01-08,18-29
436,2019-0002,1/9/2019,2019,1,9,CONDUCTOR,AUTO,MASCULINO,32.0,1/9/2019,2019-01-09,2019-01-09,30-39
437,2019-0003,1/12/2019,2019,1,12,CONDUCTOR,MOTO,MASCULINO,23.0,1/12/2019,2019-01-12,2019-01-12,18-29
438,2019-0004,1/14/2019,2019,1,14,CONDUCTOR,AUTO,MASCULINO,71.0,1/14/2019,2019-01-14,2019-01-14,60+
439,2019-0005,1/19/2019,2019,1,19,CONDUCTOR,MOTO,MASCULINO,43.0,1/19/2019,2019-01-19,2019-01-19,40-49
440,2019-0006,1/23/2019,2019,1,23,PEATON,PEATON,FEMENINO,12.0,1/23/2019,2019-01-23,2019-01-23,0-17
441,2019-0007,1/26/2019,2019,1,26,CONDUCTOR,MOTO,MASCULINO,35.0,1/26/2019,2019-01-26,2019-01-26,30-39
442,2019-0008,1/30/2019,2019,1,30,CONDUCTOR,MOTO,MASCULINO,42.0,1/31/2019,2019-01-30,2019-01-31,40-49
443,2019-0009,1/31/2019,2019,1,31,CONDUCTOR,MOTO,MASCULINO,34.0,1/31/2019,2019-01-31,2019-01-31,30-39
444,2019-0010,2/2/2019,2019,2,2,PEATON,PEATON,MASCULINO,,2/2/2019,2019-02-02,2019-02-02,
445,2019-0010,2/2/2019,2019,2,2,PEATON,PEATON,MASCULINO,59.0,2/2/2019,2019-02-02,2019-02-02,50-59
446,2019-0011,2/10/2019,2019,2,10,PEATON,PEATON,MASCULINO,,2/10/2019,2019-02-10,2019-02-10,
447,2019-0012,2/17/2019,2019,2,17,CONDUCTOR,MOTO,MASCULINO,31.0,2/20/2019,2019-02-17,2019-02-20,30-39
448,2019-0013,2/20/2019,2019,2,20,PEATON,PEATON,MASCULINO,39.0,3/2/2019,2019-02-20,2019-03-02,30-39
449,2019-0014,2/20/2019,2019,2,20,CONDUCTOR,MOTO,MASCULINO,69.0,2/20/2019,2019-02-20,2019-02-20,60+
450,2019-0015,2/23/2019,2019,2,23,CONDUCTOR,AUTO,MASCULINO,21.0,2/23/2019,2019-02-23,2019-02-23,18-29
451,2019-0016,2/24/2019,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40.0,2/24/2019,2019-02-24,2019-02-24,40-49
452,2019-0017,3/3/2019,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22.0,3/7/2019,2019-03-03,2019-03-07,18-29
453,2019-0018,3/3/2019,2019,3,3,PEATON,PEATON,FEMENINO,29.0,3/3/2019,2019-03-03,2019-03-03,18-29
454,2019-0019,3/6/2019,2019,3,6,CONDUCTOR,MOTO,MASCULINO,,26/03/2019,2019-03-06,,
455,2019-0020,3/7/2019,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43.0,3/7/2019,2019-03-07,2019-03-07,40-49
456,2019-0021,3/15/2019,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23.0,3/16/2019,2019-03-15,2019-03-16,18-29
457,2019-0022,3/15/2019,2019,3,15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,3/15/2019,2019-03-15,2019-03-15,
458,2019-0023,3/16/2019,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34.0,3/16/2019,2019-03-16,2019-03-16,30-39
459,2019-0024,3/19/2019,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32.0,3/19/2019,2019-03-19,2019-03-19,30-39
460,2019-0025,3/22/2019,2019,3,22,PEATON,PEATON,MASCULINO,27.0,4/4/2019,2019-03-22,2019-04-04,18-29
461,2019-0026,3/28/2019,2019,3,28,PEATON,PEATON,MASCULINO,,3/28/2019,2019-03-28,2019-03-28,
462,2019-0027,3/28/2019,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37.0,3/28/2019,2019-03-28,2019-03-28,30-39
463,2019-0028,4/6/2019,2019,4,6,PEATON,PEATON,FEMENINO,,4/6/2019,2019-04-06,2019-04-06,
464,2019-0029,4/7/2019,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27.0,4/7/2019,2019-04-07,2019-04-07,18-29
465,2019-0030,4/9/2019,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25.0,4/9/2019,2019-04-09,2019-04-09,18-29
466,2019-0031,4/12/2019,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20.0,4/12/2019,2019-04-12,2019-04-12,18-29
467,2019-0032,4/16/2019,2019,4,16,PEATON,PEATON,FEMENINO,83.0,4/18/2019,2019-04-16,2019-04-18,60+
468,2019-0033,4/18/2019,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25.0,4/18/2019,2019-04-18,2019-04-18,18-29
469,2019-0034,4/21/2019,2019,4,21,CONDUCTOR,MOTO,MASCULINO,,4/21/2019,2019-04-21,2019-04-21,
470,2019-0035,4/23/2019,2019,4,23,PEATON,PEATON,FEMENINO,75.0,4/23/2019,2019-04-23,2019-04-23,60+
471,2019-0036,4/26/2019,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34.0,5/2/2019,2019-04-26,2019-05-02,30-39
472,2019-0037,5/1/2019,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17.0,5/1/2019,2019-05-01,2019-05-01,0-17
473,2019-0038,5/4/2019,2019,5,4,PEATON,PEATON,FEMENINO,42.0,5/5/2019,2019-05-04,2019-05-05,40-49
474,2019-0105,5/5/2019,2019,5,5,PEATON,PEATON,FEMENINO,82.0,5/8/2019,2019-05-05,2019-05-08,60+
475,2019-0039,5/9/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28.0,5/9/2019,2019-05-09,2019-05-09,18-29
476,2019-0040,5/9/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44.0,5/15/2019,2019-05-09,2019-05-15,40-49
477,2019-0041,5/11/2019,2019,5,11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0,5/11/2019,2019-05-11,2019-05-11,60+
478,2019-0042,5/14/2019,2019,5,14,PEATON,PEATON,MASCULINO,39.0,5/14/2019,2019-05-14,2019-05-14,30-39
479,2019-0043,5/21/2019,2019,5,21,CICLISTA,BICICLETA,FEMENINO,,5/21/2019,2019-05-21,2019-05-21,
480,2019-0044,5/27/2019,2019,5,27,PEATON,PEATON,FEMENINO,77.0,5/29/2019,2019-05-27,2019-05-29,60+
481,2019-0045,6/3/2019,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33.0,6/3/2019,2019-06-03,2019-06-03,30-39
482,2019-0046,6/4/2019,2019,6,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,6/4/2019,2019-06-04,2019-06-04,18-29
483,2019-0047,6/6/2019,2019,6,6,PEATON,PEATON,MASCULINO,76.0,6/6/2019,2019-06-06,2019-06-06,60+
484,2019-0048,6/7/2019,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32.0,6/7/2019,2019-06-07,2019-06-07,30-39
485,2019-0049,6/8/2019,2019,6,8,PEATON,PEATON,FEMENINO,72.0,6/9/2019,2019-06-08,2019-06-09,60+
486,2019-0050,6/8/2019,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21.0,6/9/2019,2019-06-08,2019-06-09,18-29
487,2019-0051,6/11/2019,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41.0,6/11/2019,2019-06-11,2019-06-11,40-49
488,2019-0053,6/14/2019,2019,6,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,6/14/2019,2019-06-14,2019-06-14,40-49
489,2019-0054,6/20/2019,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21.0,6/20/2019,2019-06-20,2019-06-20,18-29
490,2019-0055,6/20/2019,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47.0,6/21/2019,2019-06-20,2019-06-21,40-49
491,2019-0056,6/29/2019,2019,6,29,PEATON,PEATON,FEMENINO,75.0,6/29/2019,2019-06-29,2019-06-29,60+
492,2019-0057,7/5/2019,2019,7,5,PEATON,PEATON,FEMENINO,63.0,7/8/2019,2019-07-05,2019-07-08,60+
493,2019-0058,7/10/2019,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39.0,7/10/2019,2019-07-10,2019-07-10,30-39
494,2019-0059,7/13/2019,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30.0,7/13/2019,2019-07-13,2019-07-13,30-39
495,2019-0060,7/17/2019,2019,7,17,PEATON,PEATON,FEMENINO,78.0,7/17/2019,2019-07-17,2019-07-17,60+
496,2019-0061,7/17/2019,2019,7,17,PEATON,PEATON,FEMENINO,58.0,7/17/2019,2019-07-17,2019-07-17,50-59
497,2019-0062,8/1/2019,2019,8,1,PEATON,PEATON,FEMENINO,60.0,8/2/2019,2019-08-01,2019-08-02,60+
498,2019-0063,8/4/2019,2019,8,4,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,8/4/2019,2019-08-04,2019-08-04,
499,2019-0064,8/6/2019,2019,8,6,CONDUCTOR,MOTO,MASCULINO,20.0,8/6/2019,2019-08-06,2019-08-06,18-29
500,2019-0065,8/8/2019,2019,8,8,PEATON,PEATON,FEMENINO,55.0,8/9/2019,2019-08-08,2019-08-09,50-59
501,2019-0066,8/11/2019,2019,8,11,PEATON,PEATON,MASCULINO,40.0,8/11/2019,2019-08-11,2019-08-11,40-49
502,2019-0067,8/14/2019,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35.0,8/14/2019,2019-08-14,2019-08-14,30-39
503,2019-0068,8/14/2019,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53.0,8/14/2019,2019-08-14,2019-08-14,50-59
504,2019-0069,8/17/2019,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43.0,8/17/2019,2019-08-17,2019-08-17,40-49
505,2019-0070,8/22/2019,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25.0,8/22/2019,2019-08-22,2019-08-22,18-29
506,2019-0071,8/27/2019,2019,8,27,PEATON,PEATON,MASCULINO,,8/27/2019,2019-08-27,2019-08-27,
507,2019-0072,8/28/2019,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22.0,9/2/2019,2019-08-28,2019-09-02,18-29
508,2019-0073,8/29/2019,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29.0,9/6/2019,2019-08-29,2019-09-06,18-29
509,2019-0074,8/29/2019,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35.0,8/29/2019,2019-08-29,2019-08-29,30-39
510,2019-0075,8/30/2019,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31.0,8/30/2019,2019-08-30,2019-08-30,30-39
511,2019-0076,9/5/2019,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29.0,9/5/2019,2019-09-05,2019-09-05,18-29
512,2019-0077,9/8/2019,2019,9,8,PEATON,PEATON,FEMENINO,28.0,9/8/2019,2019-09-08,2019-09-08,18-29
513,2019-0078,9/12/2019,2019,9,12,PEATON,PEATON,FEMENINO,72.0,9/15/2019,2019-09-12,2019-09-15,60+
514,2019-0079,9/17/2019,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57.0,9/17/2019,2019-09-17,2019-09-17,50-59
515,2019-0080,9/17/2019,2019,9,17,PEATON,PEATON,MASCULINO,76.0,9/17/2019,2019-09-17,2019-09-17,60+
516,2019-0081,9/23/2019,2019,9,23,PEATON,PEATON,MASCULINO,67.0,10/7/2019,2019-09-23,2019-10-07,60+
517,2019-0082,9/25/2019,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47.0,9/25/2019,2019-09-25,2019-09-25,40-49
518,2019-0083,9/26/2019,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73.0,9/26/2019,2019-09-26,2019-09-26,60+
519,2019-0084,9/27/2019,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40.0,9/27/2019,2019-09-27,2019-09-27,40-49
520,2019-0085,10/9/2019,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20.0,10/9/2019,2019-10-09,2019-10-09,18-29
521,2019-0086,10/15/2019,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29.0,10/15/2019,2019-10-15,2019-10-15,18-29
522,2019-0087,10/21/2019,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41.0,10/21/2019,2019-10-21,2019-10-21,40-49
523,2019-0088,10/22/2019,2019,10,22,PEATON,PEATON,MASCULINO,27.0,10/22/2019,2019-10-22,2019-10-22,18-29
524,2019-0089,10/23/2019,2019,10,23,PEATON,PEATON,FEMENINO,92.0,10/23/2019,2019-10-23,2019-10-23,60+
525,2019-0090,10/24/2019,2019,10,24,PEATON,PEATON,MASCULINO,67.0,10/26/2019,2019-10-24,2019-10-26,60+
526,2019-0091,11/1/2019,2019,11,1,PEATON,PEATON,MASCULINO,35.0,11/1/2019,2019-11-01,2019-11-01,30-39
527,2019-0092,11/3/2019,2019,11,3,PEATON,PEATON,MASCULINO,37.0,11/3/2019,2019-11-03,2019-11-03,30-39
528,2019-0093,11/13/2019,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16.0,11/13/2019,2019-11-13,2019-11-13,0-17
529,2019-0094,11/18/2019,2019,11,18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,,11/18/2019,2019-11-18,2019-11-18,
530,2019-0095,11/20/2019,2019,11,20,CONDUCTOR,MOTO,MASCULINO,,11/20/2019,2019-11-20,2019-11-20,
531,2019-0096,11/22/2019,2019,11,22,PEATON,PEATON,MASCULINO,73.0,11/22/2019,2019-11-22,2019-11-22,60+
532,2019-0097,11/25/2019,2019,11,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,11/25/2019,2019-11-25,2019-11-25,18-29
533,2019-0098,11/25/2019,2019,11,25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61.0,11/29/2019,2019-11-25,2019-11-29,60+
534,2019-0100,12/5/2019,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38.0,12/18/2019,2019-12-05,2019-12-18,30-39
535,2019-0101,12/17/2019,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25.0,12/17/2019,2019-12-17,2019-12-17,18-29
536,2019-0102,12/17/2019,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18.0,12/18/2019,2019-12-17,2019-12-18,18-29
537,2019-0103,12/18/2019,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24.0,12/18/2019,2019-12-18,2019-12-18,18-29
538,2019-0104,12/21/2019,2019,12,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,12/22/2019,2019-12-21,2019-12-22,18-29
539,2020-0001,1/4/2020,2020,1,4,PEATON,PEATON,FEMENINO,87.0,1/4/2020,2020-01-04,2020-01-04,60+
