,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,fecha_incidente_amd,fecha_fallecimiento_amd,Rango_Edad
540,2020-0002,1/5/2020,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36.0,1/7/2020,2020-01-05,2020-01-07,30-39
541,2020-0003,1/11/2020,2020,1,11,PEATON,PEATON,MASCULINO,44.0,1/11/2020,2020-01-11,2020-01-11,40-49
542,2020-0004,1/14/2020,2020,1,14,PEATON,PEATON,MASCULINO,82.0,1/15/2020,2020-01-14,2020-01-15,60+
543,2020-0005,1/14/2020,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25.0,2/10/2020,2020-01-14,2020-02-10,18-29
544,2020-0006,1/20/2020,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23.0,1/20/2020,2020-01-20,2020-01-20,18-29
545,2020-0007,1/27/2020,2020,1,27,PEATON,PEATON,MASCULINO,52.0,1/27/2020,2020-01-27,2020-01-27,50-59
546,2020-0008,1/30/2020,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49.0,1/30/2020,2020-01-30,2020-01-30,40-49
547,2020-0009,2/4/2020,2020,2,4,PEATON,PEATON,MASCULINO,48.0,2/5/2020,2020-02-04,2020-02-05,40-49
548,2020-0010,2/8/2020,2020,2,8,CONDUCTOR,MOTO,MASCULINO,,2/8/2020,2020-02-08,2020-02-08,
549,2020-0011,2/12/2020,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31.0,2/12/2020,2020-02-12,2020-02-12,30-39
550,2020-0012,2/18/2020,2020,2,18,PEATON,PEATON,FEMENINO,66.0,2/18/2020,2020-02-18,2020-02-18,60+
551,2020-0013,2/20/2020,2020,2,20,PEATON,PEATON,FEMENINO,58.0,3/3/2020,2020-02-20,2020-03-03,50-59
552,2020-0014,2/27/2020,2020,2,27,CONDUCTOR,MOTO,MASCULINO,,2/27/2020,2020-02-27,2020-02-27,
553,2020-0015,2/28/2020,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29.0,2/28/2020,2020-02-28,2020-02-28,18-29
554,2020-0016,2/29/2020,2020,2,29,PEATON,PEATON,MASCULINO,68.0,3/9/2020,2020-02-29,2020-03-09,60+
555,2020-0017,3/5/2020,2020,3,5,PEATON,PEATON,MASCULINO,,3/5/2020,2020-03-05,2020-03-05,
556,2020-0018,3/9/2020,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31.0,3/9/2020,2020-03-09,2020-03-09,30-39
557,2020-0019,3/10/2020,2020,3,10,PEATON,PEATON,FEMENINO,80.0,3/10/2020,2020-03-10,2020-03-10,60+
558,2020-0020,3/13/2020,2020,3,13,PEATON,PEATON,FEMENINO,74.0,3/17/2020,2020-03-13,2020-03-17,60+
559,2020-0021,3/14/2020,2020,3,14,PEATON,PEATON,FEMENINO,87.0,3/14/2020,2020-03-14,2020-03-14,60+
560,2020-0022,4/7/2020,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44.0,4/7/2020,2020-04-07,2020-04-07,40-49
561,2020-0023,4/9/2020,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44.0,5/3/2020,2020-04-09,2020-05-03,40-49
562,2020-0024,4/24/2020,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53.0,4/24/2020,2020-04-24,2020-04-24,50-59
563,2020-0025,5/12/2020,2020,5,12,PEATON,PEATON,MASCULINO,,5/12/2020,2020-05-12,2020-05-12,
564,2020-0026,5/17/2020,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28.0,5/17/2020,2020-05-17,2020-05-17,18-29
565,2020-0027,5/18/2020,2020,5,18,PEATON,PEATON,MASCULINO,76.0,5/18/2020,2020-05-18,2020-05-18,60+
566,2020-0028,5/19/2020,2020,5,19,PEATON,PEATON,MASCULINO,91.0,5/23/2020,2020-05-19,2020-05-23,60+
567,2020-0029,6/10/2020,2020,6,10,PEATON,PEATON,MASCULINO,80.0,6/12/2020,2020-06-10,2020-06-12,60+
568,2020-0030,6/16/2020,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40.0,6/16/2020,2020-06-16,2020-06-16,40-49
569,2020-0031,6/30/2020,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29.0,6/30/2020,2020-06-30,2020-06-30,18-29
570,2020-0032,7/10/2020,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21.0,7/10/2020,2020-07-10,2020-07-10,18-29
571,2020-0033,7/19/2020,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32.0,7/19/2020,2020-07-19,2020-07-19,30-39
572,2020-0034,8/2/2020,2020,8,2,PEATON,PEATON,FEMENINO,,8/2/2020,2020-08-02,2020-08-02,
573,2020-0035,8/4/2020,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40.0,8/4/2020,2020-08-04,2020-08-04,40-49
574,2020-0036,8/7/2020,2020,8,7,PEATON,PEATON,MASCULINO,72.0,8/22/2020,2020-08-07,2020-08-22,60+
575,2020-0037,8/29/2020,2020,8,29,PEATON,PEATON,MASCULINO,38.0,8/29/2020,2020-08-29,2020-08-29,30-39
576,2020-0038,8/30/2020,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46.0,8/30/2020,2020-08-30,2020-08-30,40-49
577,2020-0038,8/30/2020,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64.0,8/30/2020,2020-08-30,2020-08-30,60+
578,2020-0039,9/1/2020,2020,9,1,PEATON,PEATON,MASCULINO,44.0,9/1/2020,2020-09-01,2020-09-01,40-49
579,2020-0040,9/12/2020,2020,9,12,CONDUCTOR,AUTO,MASCULINO,,9/12/2020,2020-09-12,2020-09-12,
580,2020-0041,9/28/2020,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34.0,9/28/2020,2020-09-28,2020-09-28,30-39
581,2020-0042,9/29/2020,2020,9,29,PEATON,PEATON,FEMENINO,53.0,9/29/2020,2020-09-29,2020-09-29,50-59
582,2020-0043,9/30/2020,2020,9,30,PEATON,PEATON,MASCULINO,64.0,9/30/2020,2020-09-30,2020-09-30,60+
583,2020-0044,10/5/2020,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43.0,10/5/2020,2020-10-05,2020-10-05,40-49
584,2020-0045,10/19/2020,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50.0,10/19/2020,2020-10-19,2020-10-19,50-59
585,2020-0046,10/27/2020,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41.0,10/27/2020,2020-10-27,2020-10-27,40-49
586,2020-0047,10/27/2020,2020,10,27,PEATON,PEATON,MASCULINO,15.0,10/27/2020,2020-10-27,2020-10-27,0-17
587,2020-0048,10/29/2020,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41.0,10/29/2020,2020-10-29,2020-10-29,40-49
588,2020-0049,10/30/2020,2020,10,30,PEATON,PEATON,MASCULINO,36.0,10/30/2020,2020-10-30,2020-10-30,30-39
589,2020-0050,11/1/2020,2020,11,1,PEATON,PEATON,FEMENINO,28.0,11/1/2020,2020-11-01,2020-11-01,18-29
590,2020-0051,11/5/2020,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49.0,11/5/2020,2020-11-05,2020-11-05,40-49
591,2020-0052,11/7/2020,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44.0,11/7/2020,2020-11-07,2020-11-07,40-49
592,2020-0053,11/9/2020,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27.0,11/9/2020,2020-11-09,2020-11-09,18-29
593,2020-0054,11/19/2020,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59.0,11/23/2020,2020-11-19,2020-11-23,50-59
594,2020-0055,11/19/2020,2020,11,19,PEATON,PEATON,MASCULINO,91.0,12/11/2020,2020-11-19,2020-12-11,60+
595,2020-0056,11/21/2020,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34.0,11/21/2020,2020-11-21,2020-11-21,30-39
596,2020-0057,11/23/2020,2020,11,23,PEATON,PEATON,MASCULINO,84.0,11/23/2020,2020-11-23,2020-11-23,60+
597,2020-0058,11/24/2020,2020,11,24,PEATON,PEATON,MASCULINO,57.0,11/25/2020,2020-11-24,2020-11-25,50-59
598,2020-0059,12/1/2020,2020,12,1,PEATON,PEATON,FEMENINO,49.0,12/14/2020,2020-12-01,2020-12-14,40-49
599,2020-0060,12/3/2020,2020,12,3,PEATON,PEATON,FEMENINO,69.0,12/3/2020,2020-12-03,2020-12-03,60+
600,2020-0061,12/3/2020,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45.0,12/4/2020,2020-12-03,2020-12-04,40-49
601,2020-0062,12/4/2020,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47.0,12/4/2020,2020-12-04,2020-12-04,40-49
602,2020-0063,12/5/2020,2020,12,5,PEATON,PEATON,MASCULINO,38.0,12/5/2020,2020-12-05,2020-12-05,30-39
603,2020-0063,12/5/2020,2020,12,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,12/5/2020,2020-12-05,2020-12-05,18-29
604,2020-0065,12/5/2020,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24.0,12/6/2020,2020-12-05,2020-12-06,18-29
605,2020-0066,12/7/2020,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27.0,12/7/2020,2020-12-07,2020-12-07,18-29
606,2020-0067,12/11/2020,2020,12,11,PEATON,PEATON,MASCULINO,51.0,12/11/2020,2020-12-11,2020-12-11,50-59
607,2020-0068,12/12/2020,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71.0,12/20/2020,2020-12-12,2020-12-20,60+
608,2020-0069,12/15/2020,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,12/15/2020,2020-12-15,2020-12-15,18-29
609,2020-0070,12/17/2020,2020,12,17,PEATON,PEATON,FEMENINO,81.0,12/22/2020,2020-12-17,2020-12-22,60+
610,2020-0071,12/17/2020,2020,12,17,PEATON,PEATON,MASCULINO,4.0,12/17/2020,2020-12-17,2020-12-17,0-17
611,2020-0072,12/19/2020,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42.0,12/19/2020,2020-12-19,2020-12-19,40-49
612,2020-0073,12/20/2020,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56.0,12/20/2020,2020-12-20,2020-12-20,50-59
613,2020-0074,12/20/2020,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39.0,12/20/2020,2020-12-20,2020-12-20,30-39
614,2020-0075,12/23/2020,2020,12,23,PEATON,PEATON,MASCULINO,23.0,12/23/2020,2020-12-23,2020-12-23,18-29
615,2020-0076,12/24/2020,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78.0,1/17/2021,2020-12-24,2021-01-17,60+
616,2020-0077,12/25/2020,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30.0,12/25/2020,2020-12-25,2020-12-25,30-39
617,2020-0077,12/25/2020,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24.0,12/25/2020,2020-12-25,2020-12-25,18-29
618,2020-0078,12/25/2020,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26.0,12/25/2020,2020-12-25,2020-12-25,18-29
619,2020-0079,12/27/2020,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28.0,12/27/2020,2020-12-27,2020-12-27,18-29
620,2021-0001,1/6/2021,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36.0,1/6/2021,2021-01-06,2021-01-06,30-39
621,2021-0002,1/7/2021,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47.0,1/7/2021,2021-01-07,2021-01-07,40-49
622,2021-0003,1/10/2021,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27.0,1/10/2021,2021-01-10,2021-01-10,18-29
623,2021-0004,1/11/2021,2021,1,11,PEATON,PEATON,FEMENINO,61.0,1/11/2021,2021-01-11,2021-01-11,60+
624,2021-0005,1/11/2021,2021,1,11,PEATON,PEATON,MASCULINO,73.0,1/14/2021,2021-01-11,2021-01-14,60+
625,2021-0006,1/12/2021,2021,1,12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,1/12/2021,2021-01-12,2021-01-12,18-29
626,2021-0007,1/18/2021,2021,1,18,CONDUCTOR,MOTO,MASCULINO,84.0,1/26/2021,2021-01-18,2021-01-26,60+
627,2021-0008,1/22/2021,2021,1,22,PEATON,PEATON,MASCULINO,28.0,1/22/2021,2021-01-22,2021-01-22,18-29
628,2021-0009,1/23/2021,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31.0,1/23/2021,2021-01-23,2021-01-23,30-39
629,2021-0010,1/23/2021,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28.0,1/23/2021,2021-01-23,2021-01-23,18-29
630,2021-0011,1/27/2021,2021,1,27,PEATON,PEATON,MASCULINO,21.0,1/27/2021,2021-01-27,2021-01-27,18-29
631,2021-0012,1/29/2021,2021,1,29,PEATON,PEATON,MASCULINO,,1/29/2021,2021-01-29,2021-01-29,
632,2021-0013,1/31/2021,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41.0,1/31/2021,2021-01-31,2021-01-31,40-49
633,2021-0014,2/2/2021,2021,2,2,PEATON,PEATON,MASCULINO,28.0,2/18/2021,2021-02-02,2021-02-18,18-29
634,2021-0015,2/6/2021,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26.0,2/6/2021,2021-02-06,2021-02-06,18-29
635,2021-0016,2/14/2021,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22.0,2/14/2021,2021-02-14,2021-02-14,18-29
636,2021-0017,2/17/2021,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33.0,2/17/2021,2021-02-17,2021-02-17,30-39
637,2021-0018,2/20/2021,2021,2,20,PEATON,PEATON,MASCULINO,36.0,3/8/2021,2021-02-20,2021-03-08,30-39
638,2021-0019,2/21/2021,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30.0,2/21/2021,2021-02-21,2021-02-21,30-39
639,2021-0020,2/21/2021,2021,2,21,PEATON,PEATON,FEMENINO,,2/21/2021,2021-02-21,2021-02-21,
640,2021-0021,2/26/2021,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39.0,3/4/2021,2021-02-26,2021-03-04,30-39
641,2021-0022,2/28/2021,2021,2,28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68.0,3/6/2021,2021-02-28,2021-03-06,60+
642,2021-0023,3/1/2021,2021,3,1,CONDUCTOR,MOTO,MASCULINO,24.0,3/1/2021,2021-03-01,2021-03-01,18-29
643,2021-0024,3/3/2021,2021,3,3,CICLISTA,BICICLETA,MASCULINO,5.0,3/3/2021,2021-03-03,2021-03-03,0-17
644,2021-0025,3/11/2021,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37.0,3/11/2021,2021-03-11,2021-03-11,30-39
645,2021-0026,3/15/2021,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36.0,3/15/2021,2021-03-15,2021-03-15,30-39
646,2021-0027,3/16/2021,2021,3,16,CONDUCTOR,MOTO,FEMENINO,19.0,3/16/2021,2021-03-16,2021-03-16,18-29
647,2021-0028,3/29/2021,2021,3,29,PEATON,PEATON,MASCULINO,,3/29/2021,2021-03-29,2021-03-29,
648,2021-0029,3/31/2021,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26.0,4/2/2021,2021-03-31,2021-04-02,18-29
649,2021-0030,4/3/2021,2021,4,3,PEATON,PEATON,MASCULINO,36.0,4/7/2021,2021-04-03,2021-04-07,30-39
650,2021-0031,4/7/2021,2021,4,7,PEATON,PEATON,FEMENINO,68.0,4/11/2021,2021-04-07,2021-04-11,60+
651,2021-0032,4/10/2021,2021,4,10,PEATON,PEATON,MASCULINO,60.0,4/29/2021,2021-04-10,2021-04-29,60+
652,2021-0033,4/14/2021,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33.0,4/14/2021,2021-04-14,2021-04-14,30-39
653,2021-0034,4/19/2021,2021,4,19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,4/19/2021,2021-04-19,2021-04-19,18-29
654,2021-0035,5/3/2021,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24.0,5/3/2021,2021-05-03,2021-05-03,18-29
655,2021-0036,5/9/2021,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36.0,5/9/2021,2021-05-09,2021-05-09,30-39
656,2021-0037,5/11/2021,2021,5,11,PEATON,PEATON,FEMENINO,58.0,5/11/2021,2021-05-11,2021-05-11,50-59
657,2021-0038,5/14/2021,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44.0,5/14/2021,2021-05-14,2021-05-14,40-49
658,2021-0039,5/15/2021,2021,5,15,CICLISTA,BICICLETA,MASCULINO,86.0,6/5/2021,2021-05-15,2021-06-05,60+
659,2021-0040,5/20/2021,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27.0,5/20/2021,2021-05-20,2021-05-20,18-29
660,2021-0041,5/20/2021,2021,5,20,PEATON,PEATON,MASCULINO,75.0,5/20/2021,2021-05-20,2021-05-20,60+
661,2021-0042,5/21/2021,2021,5,21,PEATON,PEATON,MASCULINO,39.0,5/21/2021,2021-05-21,2021-05-21,30-39
662,2021-0043,5/22/2021,2021,5,22,PEATON,PEATON,MASCULINO,50.0,5/22/2021,2021-05-22,2021-05-22,50-59
663,2021-0044,5/25/2021,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0,5/25/2021,2021-05-25,2021-05-25,18-29
664,2021-0045,5/26/2021,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22.0,5/26/2021,2021-05-26,2021-05-26,18-29
665,2021-0046,5/31/2021,2021,5,31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20.0,5/31/2021,2021-05-31,2021-05-31,18-29
666,2021-0047,6/2/2021,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59.0,6/2/2021,2021-06-02,2021-06-02,50-59
667,2021-0048,6/3/2021,2021,6,3,CICLISTA,BICICLETA,MASCULINO,44.0,6/23/2021,2021-06-03,2021-06-23,40-49
668,2021-0049,6/3/2021,2021,6,3,CONDUCTOR,AUTO,MASCULINO,74.0,6/3/2021,2021-06-03,2021-06-03,60+
669,2021-0050,6/10/2021,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56.0,6/10/2021,2021-06-10,2021-06-10,50-59
670,2021-0051,6/15/2021,2021,6,15,PEATON,PEATON,MASCULINO,73.0,6/16/2021,2021-06-15,2021-06-16,60+
671,2021-0052,6/20/2021,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19.0,6/20/2021,2021-06-20,2021-06-20,18-29
672,2021-0053,6/20/2021,2021,6,20,PEATON,PEATON,MASCULINO,58.0,6/30/2021,2021-06-20,2021-06-30,50-59
673,2021-0054,6/22/2021,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41.0,6/22/2021,2021-06-22,2021-06-22,40-49
674,2021-0055,6/29/2021,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47.0,6/29/2021,2021-06-29,2021-06-29,40-49
675,2021-0056,7/9/2021,2021,7,9,CICLISTA,BICICLETA,MASCULINO,60.0,7/9/2021,2021-07-09,2021-07-09,60+
676,2021-0057,7/10/2021,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46.0,7/10/2021,2021-07-10,2021-07-10,40-49
677,2021-0058,7/21/2021,2021,7,21,PEATON,PEATON,MASCULINO,24.0,7/21/2021,2021-07-21,2021-07-21,18-29
678,2021-0059,7/22/2021,2021,7,22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44.0,7/22/2021,2021-07-22,2021-07-22,40-49
679,2021-0060,7/22/2021,2021,7,22,PEATON,PEATON,FEMENINO,80.0,7/22/2021,2021-07-22,2021-07-22,60+
680,2021-0061,7/24/2021,2021,7,24,PEATON,PEATON,FEMENINO,55.0,7/24/2021,2021-07-24,2021-07-24,50-59
681,2021-0062,7/27/2021,2021,7,27,CONDUCTOR,AUTO,MASCULINO,73.0,7/27/2021,2021-07-27,2021-07-27,60+
682,2021-0063,8/2/2021,2021,8,2,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31.0,8/2/2021,2021-08-02,2021-08-02,30-39
683,2021-0064,8/2/2021,2021,8,2,PEATON,PEATON,MASCULINO,37.0,8/3/2021,2021-08-02,2021-08-03,30-39
684,2021-0065,8/6/2021,2021,8,6,PEATON,PEATON,FEMENINO,63.0,8/10/2021,2021-08-06,2021-08-10,60+
685,2021-0066,8/6/2021,2021,8,6,PEATON,PEATON,MASCULINO,59.0,8/9/2021,2021-08-06,2021-08-09,50-59
686,2021-0067,8/8/2021,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27.0,8/8/2021,2021-08-08,2021-08-08,18-29
687,2021-0068,8/15/2021,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39.0,8/15/2021,2021-08-15,2021-08-15,30-39
688,2021-0069,8/20/2021,2021,8,20,PEATON,PEATON,MASCULINO,17.0,8/21/2021,2021-08-20,2021-08-21,0-17
689,2021-0070,8/28/2021,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31.0,8/28/2021,2021-08-28,2021-08-28,30-39
690,2021-0071,8/31/2021,2021,8,31,PEATON,PEATON,MASCULINO,88.0,9/1/2021,2021-08-31,2021-09-01,60+
691,2021-0072,9/1/2021,2021,9,1,PEATON,PEATON,FEMENINO,57.0,9/1/2021,2021-09-01,2021-09-01,50-59
692,2021-0073,9/18/2021,2021,9,18,CICLISTA,BICICLETA,FEMENINO,76.0,9/18/2021,2021-09-18,2021-09-18,60+
693,2021-0074,9/20/2021,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55.0,9/20/2021,2021-09-20,2021-09-20,50-59
694,2021-0075,9/21/2021,2021,9,21,PEATON,PEATON,MASCULINO,65.0,9/21/2021,2021-09-21,2021-09-21,60+
695,2021-0076,10/16/2021,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31.0,10/16/2021,2021-10-16,2021-10-16,30-39
696,2021-0077,10/18/2021,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31.0,10/18/2021,2021-10-18,2021-10-18,30-39
697,2021-0078,10/23/2021,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22.0,10/23/2021,2021-10-23,2021-10-23,18-29
698,2021-0079,10/25/2021,2021,10,25,PEATON,PEATON,MASCULINO,,10/25/2021,2021-10-25,2021-10-25,
699,2021-0080,10/28/2021,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32.0,10/28/2021,2021-10-28,2021-10-28,30-39
700,2021-0081,11/2/2021,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26.0,11/2/2021,2021-11-02,2021-11-02,18-29
701,2021-0082,11/6/2021,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38.0,11/6/2021,2021-11-06,2021-11-06,30-39
702,2021-0083,11/9/2021,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30.0,11/9/2021,2021-11-09,2021-11-09,30-39
703,2021-0084,11/11/2021,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32.0,11/11/2021,2021-11-11,2021-11-11,30-39
704,2021-0097,11/18/2021,2021,11,18,CICLISTA,BICICLETA,MASCULINO,53.0,11/19/2021,2021-11-18,2021-11-19,50-59
705,2021-0085,11/20/2021,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49.0,11/20/2021,2021-11-20,2021-11-20,40-49
706,2021-0086,11/25/2021,2021,11,25,PEATON,PEATON,MASCULINO,75.0,11/25/2021,2021-11-25,2021-11-25,60+
707,2021-0087,11/27/2021,2021,11,27,PEATON,PEATON,FEMENINO,73.0,11/27/2021,2021-11-27,2021-11-27,60+
708,2021-0088,12/1/2021,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45.0,12/7/2021,2021-12-01,2021-12-07,40-49
709,2021-0089,12/2/2021,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41.0,12/11/2021,2021-12-02,2021-12-11,40-49
710,2021-0090,12/10/2021,2021,12,10,PEATON,PEATON,MASCULINO,73.0,1/3/2022,2021-12-10,2022-01-03,60+
711,2021-0091,12/11/2021,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24.0,12/11/2021,2021-12-11,2021-12-11,18-29
712,2021-0092,12/12/2021,2021,12,12,PEATON,PEATON,FEMENINO,50.0,12/12/2021,2021-12-12,2021-12-12,50-59
713,2021-0093,12/13/2021,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18.0,12/18/2021,2021-12-13,2021-12-18,18-29
714,2021-0094,12/20/2021,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43.0,12/20/2021,2021-12-20,2021-12-20,40-49
715,2021-0095,12/30/2021,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27.0,1/2/2022,2021-12-30,2022-01-02,18-29
716,2021-0096,12/15/2021,2021,12,15,CONDUCTOR,AUTO,MASCULINO,60.0,12/20/2021,2021-12-15,2021-12-20,60+
